Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.",
I4233_noUDG,I4233,75-29-534 (Box 123),petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2806,28,"902-812 calBCE (2710±20 BP, PSUAMS-2982)",..,Iran_Hasanlu_IA_noUDG,Hasanlu,Iran,37.005,45.459,1240K pulldown padded to 3.2M snpset,1240K,2,7.742,969033,522486,M,n/a (no relatives detected),..,..,505.605468,H14a,"[0.975,0.996]",..,..,"ds.minus,ds.half","S4233.E1.L1,S4233.E1.L2",PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION,..,
I4269_noUDG,I4269,W31 E5 B7 (Hasanlu lover 1),petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2753,11,"823-787 calBCE (2635±20 BP, PSUAMS-3001)",..,Iran_Hasanlu_IA_noUDG,Hasanlu,Iran,37.005,45.459,1240K pulldown padded to 3.2M snpset,1240K,2,7.531,977574,527118,M,n/a (no relatives detected),..,..,311.983403,H+195,"[0.966,0.998]",..,..,"ds.minus,ds.half","S4269.E1.L1,S4269.E1.L2",PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION,..,
I4280_noUDG,I4280,W31 E5 B8 (Hasanlu lover 2),petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,2737,14,"805-773 calBCE (2590±20 BP, PSUAMS-3003)",..,Iran_Hasanlu_IA_noUDG,Hasanlu,Iran,37.005,45.459,1240K pulldown padded to 3.2M snpset,1240K,2,5.282,925134,500185,M,n/a (no relatives detected),..,..,295.41119,X2d,"[0.98,0.995]",..,..,"ds.minus,ds.half","S4280.E1.L1,S4280.E1.L2",PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION,..,
I4097_noUDG,I4097,HSNL773; 65-31-773,petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3304,41,"1425-1284 calBCE (3095±25 BP, PSUAMS-1948)",..,Iran_Hasanlu_IA_o_noUDG,Hasanlu,Iran,37.005,45.459,1240K pulldown padded to 3.2M snpset,1240K,3,11.093,998138,536403,M,n/a (no relatives detected),..,..,545.688032,R2+13500,"[0.973,0.998]",..,..,"ds.minus,ds.minus,ds.half","S4097.E1.L1,S4097.E1.L2,S4097.E1.L3",PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION,..,
F38_noUDG.SG,F38,HAS70,petrous,2016,BroushakiScience2016,Direct: IntCal20,2833,35,"971-828 calBCE (2753±21 BP, MAMS-22352)",..,Iran_Hasanlu_IA.SG,Hasanlu,Iran,37.005,45.459,Repulldown on 3.2M snpset,Shotgun,..,2.041,986398,519630,M,n/a (no relatives detected),..,..,..,N1a3a,..,..,..,ds.minus,..,PASS,..,
I4098_noUDG,I4098,HSNL758; 65-31-758 (Box 56),petrous,2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,3378,32,"1496-1323 calBCE (3150±20 BP, PSUAMS-3118)",..,Iran_Hasanlu_LBA_2,Hasanlu,Iran,37.005,45.459,Repulldown on 3.2M snpset,1240K,1,1.124,508364,275758,F,n/a (no relatives detected),n/a (female),n/a (female),157,W6,"[0.978,0.990]",0.264,0.014,ds.minus,S4339.E1.L1,PASS,..,
ASH066,ASH066,38.74.L1066 [ASH0074950],petrous,2019,FeldmanScienceAdvances2019,Direct: IntCal20,3184,53,"1376-1127 calBCE (2998±23 BP, MAMS-33789)",..,Israel_Ashkelon_IA1,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.167507,160559,86966,M,n/a (no relatives detected),..,J,..,T2c1c,..,..,..,half,..,PASS,..,
ASH067,ASH067,38.74.L963 [ASH0074954],petrous,2019,FeldmanScienceAdvances2019,Direct: IntCal20,3206,57,"1383-1128 calBCE (3009±25 BP, MAMS-33792)",..,Israel_Ashkelon_IA1,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.157958,152920,82488,M,n/a (no relatives detected),..,R1,..,H92,..,..,..,half,..,PASS,..,
ASH2-3,ASH2-3,38.75.U386.B1871 [ASH0018456],petrous,2019,FeldmanScienceAdvances2019,Direct: IntCal20,3213,52,"1381-1133 calBCE (3013±21 BP, MAMS-31617)",..,Israel_Ashkelon_IA1,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.07327,71521,38357,F,n/a (no relatives detected),n/a (female),n/a (female),..,I1,..,..,..,half,..,PASS,..,
ASH068,ASH068,38.74.L985 [ASH0074953],petrous,2019,FeldmanScienceAdvances2019,Direct: IntCal20,3167,53,"1370-1123 calBCE (2989±24 BP, MAMS-33790)",..,Israel_Ashkelon_IA1_o,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.250589,224263,120701,F,n/a (no relatives detected),n/a (female),n/a (female),..,T1a1,..,..,..,half,..,PASS,..,
ASH008,ASH008,N5.14.Burial 226 [ASH0027291],petrous,2019,FeldmanScienceAdvances2019,Direct: IntCal20,3095,56,"1259-1020 calBCE (2941±31 BP, MAMS-30688)",..,Israel_Ashkelon_IA2,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.622724,398648,219296,M,n/a (no relatives detected),..,BT,..,H2c,..,..,..,half,..,PASS,..,
ASH087,ASH087,N5.24.Burial 260 [ASH0074895],petrous,2019,FeldmanScienceAdvances2019,Context: Archaeological - Period,3100,29,1200-1100 BCE,..,Israel_Ashkelon_IA2,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.198213,183612,99428,M,n/a (no relatives detected),..,L,..,H4a1c,..,..,..,half,..,PASS,..,
ASH135,ASH135,N5.13.Burial 343 [ASH0059650],tooth,2019,FeldmanScienceAdvances2019,Context: Archaeological - Period,3100,29,1200-1100 BCE,..,Israel_Ashkelon_IA2,Ashkelon,Israel,31.666667,34.566667,Repulldown on 3.2M snpset,1240K,..,0.080714,82574,44584,F,n/a (no relatives detected),n/a (female),n/a (female),..,JT,..,..,..,half,..,PASS,..,
I4517,I4517,1998/K/100 PT006 LB007,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,2951,46,"1109-923 calBCE (2845±25 BP, PSUAMS-2166)",..,Israel_IA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.606,422730,230866,M,n/a (no relatives detected),..,..,84.5,K1a,"[0.983,0.994]",0.129,0.438,ds.half,S4517.E1.L1,PASS,..,
I2201,I2201,ABM L-2521 B-25196,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,2889,45,"1014-836 calBCE (2790±30 BP, Poz-83471)",..,Israel_IA_o,Abel Beth Maacah,Israel,33.2603,35.5803,Repulldown on 3.2M snpset,1240K,1,1.084,566133,309914,M,n/a (no relatives detected),..,..,142,X2,"[0.992,0.998]",0.122,0.43,ds.half,S2201.E1.L1,PASS,..,
I10266,I10266,2012/K/096 PT002 LB002,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,3462,62,"1628-1406 calBCE (3240±55 BP, RTK-6765)",adult ,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.215713,203141,105291,M,n/a (no relatives detected),..,..,..,..,..,0.13,0.449,ds.half,S10266.E1.L1,PASS,..,
I10770,I10770,16/H/045/LB189 (Burial 45 INDIVIDUAL 1),petrous,2020,AgranatTamirCell2020,Context: Archaeological - Period,3450,29,1550-1450 BCE,adult ,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,2.942748,712791,383474,M,"Israel, Megiddo, Jezreel Valley Family E (2 members) (I10769 and I10770 are brothers)",..,..,632.3,T2c1+146,"[0.993,1]",0.141,0.401,ds.half,S10770.E1.L1,PASS,..,
I2062,I2062,Tel Shadud L.112,petrous,2017,VanDenBrink2017,Direct: IntCal20,3170,68,"1384-1112 calBCE (2990±35 BP, Poz-83506)",..,Israel_MLBA,Tel Shadud,Israel,32.6606,35.2341,Repulldown on 3.2M snpset,1240K,1,1.148,610157,329980,M,n/a (no relatives detected),..,..,275,H+16129,"[0.980,0.990]",0.218,0.425,ds.half,S2062.E1.L1,PASS,"Xcontam=[0.005,0.017]",
I2190,I2190,2012/K/089.LB015,petrous,2020,AgranatTamirCell2020,Direct: IntCal20; date suspect because no collagen,3351,49,"1497-1302 calBCE (3135±30 BP, Poz-83433)",..,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.428,289738,159061,M,"Israel, Megiddo, Jezreel Valley Family A (2 members) (I2190 and I4519 are 2nd or 3rd degree relatives)",..,..,44.8,H14a,"[0.983,0.996]",0.167,0.447,ds.half,S2190.E1.L1,PASS,..,
I2195,I2195,2012/K/057.PT002.LB004,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,3372,66,"1532-1285 calBCE (3160±55 BP, RTK-6766)",juvenile,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.243,221405,118808,M,n/a (no relatives detected),..,..,74.3,U3b,"[0.971,0.985]",0.169,0.438,ds.half,S2195.E1.L1,PASS,..,
I2198,I2198,2014/K/049.PT007.LB029,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,3420,21,"1506-1431 calBCE (3207±20 BP, RTK-7898)",..,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.368,283696,152093,M,n/a (no relatives detected),..,..,83.9,H5'36,"[0.982,0.995]",0.179,0.447,ds.half,S2198.E1.L1,PASS,..,
I3832,I3832,6669,bone (phalanx),2020,AgranatTamirCell2020,Context: Archaeological - Period,3300,58,1450-1250 BCE,..,Israel_MLBA,Hazor,Israel,32.7,35.2,Repulldown on 3.2M snpset,1240K,4,0.297167,286577,153047,F,n/a (no relatives detected),n/a (female),n/a (female),33.913936,N1b1a2,"[0.975,0.995]",..,..,"ds.half,ds.half,ds.half,ds.half","S3832.E1.L2,S3832.E1.L3,S3832.E1.L4,S3832.E1.L5",PASS,..,
I4518,I4518,2006/M/056 PT003,petrous,2020,AgranatTamirCell2020,Context: Archaeological - Period,3375,72,1550-1300 BCE,..,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,0.3,239236,128432,M,n/a (no relatives detected),..,..,56.2,HV2a1,"[0.992,1.000]",0.122,0.458,ds.half,S4518.E1.L1,PASS,..,
I4519,I4519,2014/K/159 PT001 LB003,petrous,2020,AgranatTamirCell2020,Direct: IntCal20,3425,22,"1516-1436 calBCE (3220±20 BP, OS-139223)",..,Israel_MLBA,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,2,0.117,118803,63924,M,"Israel, Megiddo, Jezreel Valley Family A (2 members) (I2190 and I4519 are 2nd or 3rd degree relatives)",..,..,21.290482,H+152,"[0.948,0.988]",..,..,"ds.half,ds.half","S4519.E1.L1,S4520.E1.L1",PASS,..,
I10769,I10769,16/H/045/LB155 (Burial 45 INDIVIDUAL 2),petrous,2020,AgranatTamirCell2020,Context: Archaeological - Period,3450,29,1550-1450 BCE,adult ,Israel_MLBA_brother.I10770,"Megiddo, Jezreel Valley",Israel,32.58472222,35.01694444,Repulldown on 3.2M snpset,1240K,1,3.312686,706388,380665,M,"Israel, Megiddo, Jezreel Valley Family E (2 members) (I10769 and I10770 are brothers)",..,..,799.5,T2c1+146,"[0.986,0.997]",0.145,0.402,ds.half,S10769.E1.L1,PASS,..,
I1934,I1934,TelShadudL.126,tooth (molar),2017,VanDenBrink2017,Context: Based on date of another individual (I2062),3200,87,1400-1100 BCE,..,Israel_MLBA,Tel Shadud,Israel,32.6606,35.2341,Repulldown on 3.2M snpset,1240K,1,0.028,31365,16856,M,n/a (no relatives detected),..,not published in paper,5.56,I5a1,"[0.936,0.995]",0.048,0.442,ds.half,S1934.E1.L1,PASS,damage.ds.half=0.048,
I6461,I6461,BAQ3_9_3_1 (B3.9 (3)-1),petrous,2020,AgranatTamirCell2020,"Context: Date(s) on sibling, I3707",3300,58,1450-1250 BCE,..,Israel_MLBA_sibling.I3707,Baq'ah,Jordan,..,..,Repulldown on 3.2M snpset,1240K,1,1.04505,617315,332797,M,"Jordan, Baq'ah Family B (3 members) (I6461 and I3707 are siblings and I3707 is a 2nd or 3rd degree relative of I3985)",..,..,88.2,N1b1a,"[0.987,0.996]",0.116,0.425,ds.half,S6461.E1.L1,PASS,..,
BRC003.SG,BRC003,GCB-O-Cl2,petrous (right),2021,SaupeScheibCurrBio2021,Direct: IntCal20,3447,38,"1608 - 1431 calBCE (3239±31 BP, UBA-41712)",..,Italy_Broion_BA.SG,"Vicenza, Berici Hills, Grottina dei Covoloni del Broion",Italy,45.467615,11.58982,Native Pulldown on 3.2M snpset,Shotgun,25,..,788118,422488,M,n/a (No relatives detected),..,R1b1'5-P312,77.99215402,U4a2f,..,0.048147188,0.129,ds,"BRC003,BRC003-11B11E9E,BRC003-2AB446F1,BRC003-7A7377F6,BRC003-47ACCA49,BRC003-15EBB89A,BRC003-3A81CFE4,BRC003-2D5D50FE,BRC003-B95661D,BRC003-6608B772,BRC003-3986B350,BRC003-32D4AE30,BRC003-D0EAA07,BRC003-6D449088,BRC003-380AC1A4,BRC003-73AA4723,BRC003-3749CCAC,BRC003-A5EF1C7,BRC003-4A58A7DA,BRC003-34F144DA,BRC003-2D634C50,BRC003-24E2F151,BRC003-483D9360,BRC003-6C50577F,BRC003-4C1DBB80",PASS,..,
BRC007.SG,BRC007,11; SETT565W/4AC; GCB807,tooth (M2 upper); tooth (M1 lower); tooth (M2 lower),2021,SaupeScheibCurrBio2021,Direct: IntCal20,3491,40,"1615 - 1458 calBCE (3272±29 BP, UBA-41607)",..,Italy_Broion_BA.SG,"Vicenza, Berici Hills, Grottina dei Covoloni del Broion",Italy,45.467615,11.58982,Native Pulldown on 3.2M snpset,Shotgun,25,..,186264,102252,F,n/a (No relatives detected),n/a (female),n/a (female),36.72376124,K1a1b1,..,0.073386222,0.007,ds,"BRC007,BRC007-2A2B6B99,BRC007-49EC96DB,BRC007-7C808179,BRC007-101DEE95,BRC007-6443ABFA,BRC007-62E1CBDF,BRC007-716D507F,BRC007-7F9299BD,BRC007-1CD011B8,BRC007-26C359F8,BRC007-63861CBF,BRC007-54DE39C2,BRC007-54695CDF,BRC007-5F700F7D,BRC007-4563EC2,BRC007-24FDFC49,BRC007-2F75DE7D,BRC007-1FFE0342,BRC007-7B4F1184,BRC007-B589E65,BRC007-193CDE2D,BRC007-683A763C,BRC007-A608613,BRC007-43586D89",PASS,..,
R1.SG,R1_Italy,Martin sicuro; Bronzo Finale; Protovillanovia; No; Inv. Pisa 254,petrous,2019,AntonioGaoMootsScience2019,Direct: IntCal20,2832,31,"963-832 calBCE (2755±15 BP, UCIAMS-198573)",..,Italy_IA_Republic_o.SG,Martinsicuro,Italy,42.8801396,13.8937652,Repulldown on 3.2M snpset,Shotgun,..,4.287974,1124661,583685,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5a2b,..,..,..,half,..,PASS,..,
R475.SG,R475,"Civitavecchia, La Mattonara, T. 6A",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,29,700-600 BCE,..,Italy_IA_Republic_oEasternMediterranean_o.SG,Civitavecchia,Italy,42.0888597,11.7656459,Repulldown on 3.2M snpset,Shotgun,..,1.293856,841111,433889,F,n/a (no relatives detected),n/a (female),n/a (female),..,T2b32,..,..,..,half,..,PASS,..,
R437.SG,R437,Palestina Selciata,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2250,58,400-200 BCE,..,Italy_IA_Republic_oEasternMediterranean.SG,Palestrina Selciata,Italy,41.7952421,12.7789564,Repulldown on 3.2M snpset,Shotgun,..,1.488782,901152,466775,M,n/a (no relatives detected),..,..,..,H10,..,..,..,half,..,PASS,..,
R850.SG,R850,"Ardea, T101 II, L. petrous, 2.5.2018",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,87,800-500 BCE,..,Italy_IA_Republic_oEasternMediterranean.SG,Ardea,Italy,41.6026782,12.508636,Repulldown on 3.2M snpset,Shotgun,..,0.720159,591180,309158,M,n/a (no relatives detected),..,..,..,T2c1f,..,..,..,half,..,PASS,..,
R1015.SG,R1015,Veio Grotta Gramiccia T. 373,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2800,29,900-800 BCE,..,Italy_IA_Republic.SG,Veio Grotta Gramiccia,Italy,42.0168382,12.1004147,Repulldown on 3.2M snpset,Shotgun,..,0.942467,656393,339058,F,n/a (no relatives detected),n/a (female),n/a (female),..,K1a4,..,..,..,half,..,PASS,..,
R1016.SG,R1016,"Castel di Decima Tomba no. 206, R petrous",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2750,58,900-700 BCE,..,Italy_IA_Republic.SG,Castel di Decima,Italy,41.7516182,12.4286064,Repulldown on 3.2M snpset,Shotgun,..,0.426453,406802,211142,M,n/a (no relatives detected),..,..,..,H1aj1a,..,..,..,half,..,PASS,..,
R1021.SG,R1021,"Boville Ernica T. 1. L. petrous, 2.5.18",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,29,700-600 BCE,..,Italy_IA_Republic.SG,Boville Ernica,Italy,41.6433289,12.9126915,Repulldown on 3.2M snpset,Shotgun,..,0.621767,539865,283045,M,n/a (no relatives detected),..,..,..,U4a1a,..,..,..,half,..,PASS,..,
R435.SG,R435,Palestrina Colombella; T. 19,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2350,115,600-200 BCE,..,Italy_IA_Republic.SG,Palestrina Colombella,Italy,41.7952421,12.7789564,Repulldown on 3.2M snpset,Shotgun,..,1.081237,778252,404145,M,n/a (no relatives detected),..,..,..,H11a,..,..,..,half,..,PASS,..,
R473.SG,R473,"Civitavecchia, La Mattonara, T. 3",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,29,700-600 BCE,..,Italy_IA_Republic.SG,Civitavecchia,Italy,42.0888597,11.7656459,Repulldown on 3.2M snpset,Shotgun,..,2.498703,1046133,542418,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5a1,..,..,..,half,..,PASS,..,
R474.SG,R474,"Civitavecchia, La Mattonara, T. 4",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,29,700-600 BCE,..,Italy_IA_Republic.SG,Civitavecchia,Italy,42.0888597,11.7656459,Repulldown on 3.2M snpset,Shotgun,..,1.335601,845068,436538,M,n/a (no relatives detected),..,..,..,H,..,..,..,half,..,PASS,..,
R851.SG,R851,"Ardea, antiquity, T26B, R. petrous, 2.5.2018",petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,2600,87,800-500 BCE,..,Italy_IA_Republic.SG,Ardea,Italy,41.6026782,12.508636,Repulldown on 3.2M snpset,Shotgun,..,0.775321,610243,318445,M,n/a (no relatives detected),..,..,..,H2a,..,..,..,half,..,PASS,..,
R80.SG,R80,Viale Rossini; US 201,petrous,2019,AntonioGaoMootsScience2019,Direct: IntCal20,1840,45,"27-206 calCE (1925±25 BP, UCIAMS-213628)",..,Italy_Imperial_o1.SG,Viale Rossini (Necropoli Salaria),Italy,41.9206851,12.4894765,Repulldown on 3.2M snpset,Shotgun,..,2.125158,1000035,523302,F,n/a (no relatives detected),n/a (female),n/a (female),..,U6a5,..,..,..,half,..,PASS,..,
R111.SG,R111,burial 45,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial_o2.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,0.635429,553170,286558,M,n/a (no relatives detected),..,..,..,H,..,..,..,half,..,PASS,..,
R1547.SG,R1547,Monterotondo Imperial T.1 R petrous 2.5.18,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1814,94,27 BCE - 300 CE,..,Italy_Imperial_o4.SG,Monterotondo,Italy,42.0659019,12.5866474,Repulldown on 3.2M snpset,Shotgun,..,0.822757,650173,337240,M,n/a (no relatives detected),..,..,..,K1a7,..,..,..,half,..,PASS,..,
R1550.SG,R1550,Monterotondo Imperial T.5A 2.5.18,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1814,94,27 BCE - 300 CE,..,Italy_Imperial_o4.SG,Monterotondo,Italy,42.0659019,12.5866474,Repulldown on 3.2M snpset,Shotgun,..,0.928981,701718,363967,M,n/a (no relatives detected),..,..,..,T2c1c,..,..,..,half,..,PASS,..,
R42.SG,R42,SCR; 67; Isola Sacra,petrous,2019,AntonioGaoMootsScience2019,Direct: IntCal20,1863,28,"26-126 calCE (1940±15 BP, UCIAMS-198587)",..,Italy_Imperial_o4.SG,Isola Sacra,Italy,41.7478821,12.2594749,Repulldown on 3.2M snpset,Shotgun,..,4.147295,1123990,582491,F,n/a (no relatives detected),n/a (female),n/a (female),..,U1a1,..,..,..,half,..,PASS,..,
R116.SG,R116,Via Paisiello; US 491,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial_oCentralEuropean.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,1.143963,790611,411014,M,n/a (no relatives detected),..,..,..,U3a2,..,..,..,half,..,PASS,..,
R113.SG,R113,burial 79,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,0.668915,570920,296407,M,n/a (no relatives detected),..,..,..,H26a1,..,..,..,half,..,PASS,..,
R114.SG,R114,burial 114,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,1.275283,833077,435964,F,n/a (no relatives detected),n/a (female),n/a (female),..,U1b1,..,..,..,half,..,PASS,..,
R115.SG,R115,burial 132,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,1.224546,817504,427671,M,n/a (no relatives detected),..,..,..,U4,..,..,..,half,..,PASS,..,
R131.SG,R131,Via Paisiello; US 491,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Via Paisiello (Necropoli Salaria),Italy,41.9179937,12.4912439,Repulldown on 3.2M snpset,Shotgun,..,0.637003,539511,279475,M,n/a (no relatives detected),..,..,..,T1a12,..,..,..,half,..,PASS,..,
R1548.SG,R1548,Monterotondo Imperial T.10 L. petrous 2.5.18,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1814,94,27 BCE - 300 CE,..,Italy_Imperial.SG,Monterotondo,Italy,42.0659019,12.5866474,Repulldown on 3.2M snpset,Shotgun,..,0.934857,709037,369084,M,n/a (no relatives detected),..,..,..,H2a,..,..,..,half,..,PASS,..,
R1549.SG,R1549,Monterotondo Imperial T.2A R. petrous 2.5.18,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1814,94,27 BCE - 300 CE,..,Italy_Imperial.SG,Monterotondo,Italy,42.0659019,12.5866474,Repulldown on 3.2M snpset,Shotgun,..,1.095111,774127,400964,M,n/a (no relatives detected),..,..,..,U5b2b3,..,..,..,half,..,PASS,..,
R436.SG,R436,Palestrina Antina; I - II AD,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Palestrina Antina,Italy,41.7952421,12.7789564,Repulldown on 3.2M snpset,Shotgun,..,1.575769,910395,473792,F,n/a (no relatives detected),n/a (female),n/a (female),..,U5b3a,..,..,..,half,..,PASS,..,
R75.SG,R75,Viale Rossini; US 120,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Viale Rossini (Necropoli Salaria),Italy,41.9206851,12.4894765,Repulldown on 3.2M snpset,Shotgun,..,0.623439,539575,283404,F,n/a (no relatives detected),n/a (female),n/a (female),..,H14a,..,..,..,half,..,PASS,..,
R76.SG,R76,Viale Rossini; US 121,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Viale Rossini (Necropoli Salaria),Italy,41.9206851,12.4894765,Repulldown on 3.2M snpset,Shotgun,..,0.71861,602448,316687,M,n/a (no relatives detected),..,..,..,T2c1a,..,..,..,half,..,PASS,..,
R78.SG,R78,Viale Rossini; US 152 (sample and label were wet when bag arrived),petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Viale Rossini (Necropoli Salaria),Italy,41.9206851,12.4894765,Repulldown on 3.2M snpset,Shotgun,..,1.218584,815255,423888,F,n/a (no relatives detected),n/a (female),n/a (female),..,D4j11,..,..,..,half,..,PASS,..,
R81.SG,R81,Viale Rossini; US 206,petrous,2019,AntonioGaoMootsScience2019,Context: Archaeological - Period,1850,57,1-200 CE,..,Italy_Imperial.SG,Viale Rossini (Necropoli Salaria),Italy,41.9206851,12.4894765,Repulldown on 3.2M snpset,Shotgun,..,0.542079,486058,252241,M,n/a (no relatives detected),..,..,..,K1b1c,..,..,..,half,..,PASS,..,
